movie name,character,mentions,total centrality,count,average centrality,gender
Judge Mujrim,ashwini,2.0,79.5,23.0,3.4565217391304346,female
Judwaa,geeta,6.0,959.0,85.0,11.282352941176471,female
Judwaa,mala,3.0,24.0,20.0,1.2,female
Judwaa,daughter,3.0,247.0,33.0,7.484848484848484,female
Kaalia,sister,0.0,4.0,3.0,1.3333333333333333,female
Koyla,woman,1.0,24.0,8.0,3.0,female
Koyla,gauri,51.0,6632.644444444442,343.0,19.33715581470683,female
Koyla,girl,1.0,1783.2777777777776,42.0,42.4589947089947,female
Koyla,bindya,11.0,283.0,96.0,2.9479166666666665,female
Lahu Ke Do Rang,roma,0.0,0.0,0.0,0.0,female
Lahu Ke Do Rang,her,0.0,0.0,0.0,0.0,female
Lahu Ke Do Rang,suzy,0.0,0.0,0.0,0.0,female
Loha,sister,0.0,87.5,11.0,7.954545454545454,female
Mahaanta,mahesh,4.0,78.0,46.0,1.6956521739130437,female
Mahaanta,shanti,2.0,0.0,17.0,0.0,female
Mahaanta,jenny,5.0,148.0,39.0,3.7948717948717943,female
Mrityudand,woman,0.0,0.0,0.0,0.0,female
Mrityudata,renu,10.0,40.16666666666666,98.0,0.4098639455782312,female
Pardes,love,17.0,4953.733333333333,173.0,28.634296724470133,female
Pardes,mother,1.0,224.0,12.0,18.666666666666668,female
Pardes,ganga,70.0,4375.205844155845,727.0,6.018164847532111,female
Pardes,rajiv,55.0,5475.1,548.0,9.991058394160584,female
Prithvi,neha,0.0,70.33333333333333,76.0,0.925438596491228,female
Saat Rang Ke Sapne,yashoda,4.0,27.0,36.0,0.75,female
Saat Rang Ke Sapne,sister,2.0,66.83333333333333,18.0,3.712962962962963,female
Sanam,girl,1.0,296.5,24.0,12.354166666666666,female
Sapnay,priya,28.0,855.8333333333334,276.0,3.10084541062802,female
Sapnay,woman,1.0,120.5,16.0,7.53125,female
Sapnay,amal,7.0,0.0,93.0,0.0,female
Virasat,gehna,0.0,9.0,4.0,2.25,female
Virasat,daughter,0.0,87.0,35.0,2.4857142857142858,female
Yes Boss,mother,3.0,116.0,41.0,2.8292682926829267,female
Yes Boss,woman,2.0,69.5,21.0,3.3095238095238093,female
Yes Boss,seema,11.0,115.49999999999996,101.0,1.1435643564356432,female
Yeshwant,ragini,17.0,137.0,112.0,1.2232142857142858,female
Yeshwant,his,3.0,0.0,28.0,0.0,female
Ziddi,guddi,7.0,47.5,49.0,0.9693877551020408,female
Ziddi,jaya,1.0,21.0,7.0,3.0,female
1947 Earth,woman,0.0,48.0,6.0,8.0,female
1947 Earth,girl,0.0,111.0,16.0,6.9375,female
Aakrosh,komal,0.0,153.5,12.0,12.791666666666666,female
Aakrosh,anjali,0.0,0.0,10.0,0.0,female
Achanak,pooja,0.0,0.0,50.0,0.0,female
Angaaray,pooja,0.0,460.0,61.0,7.540983606557377,female
Aunty No. 1,sandhya,4.0,55.0,46.0,1.1956521739130437,female
Bade Miyan Chote Miyan,neha,4.0,464.0,77.0,6.025974025974026,female
Bade Miyan Chote Miyan,seema,1.0,14.0,5.0,2.8,female
Bade Miyan Chote Miyan,divya,0.0,0.0,0.0,0.0,female
Bade Miyan Chote Miyan,bade,1.0,0.0,31.0,0.0,female
Bandhan,vaishali,18.0,632.7666666666667,172.0,3.678875968992248,female
Bandhan,woman,3.0,125.33333333333334,39.0,3.213675213675214,female
Bandhan,sister,8.0,236.45,86.0,2.749418604651163,female
China Gate,sandhya,4.0,0.0,21.0,0.0,female
Dil Se..,woman,6.0,191.99999999999991,51.0,3.7647058823529393,female
Dil Se..,meghna,6.0,49.0,42.0,1.1666666666666667,female
Doli Saja Ke Rakhna,sister,1.0,104.0,11.0,9.454545454545457,female
Dulhe Raja,kiran,20.0,534.6666666666667,174.0,3.072796934865901,female
Dulhe Raja,rahul,21.0,216.8333333333333,146.0,1.485159817351598,female
Dulhe Raja,daughter,5.0,33.333333333333336,39.0,0.8547008547008548,female
Dulhe Raja,singhania,31.0,1013.6666666666669,294.0,3.4478458049886624,female
Duplicate,sonia,3.0,115.5,31.0,3.725806451612903,female
Dushman,mother,1.0,239.0,18.0,13.27777777777778,female
Dushman,sonia,0.0,0.0,19.0,0.0,female
Dushman,naina,0.0,756.6666666666667,195.0,3.8803418803418808,female
Dushman,daughter,0.0,38.5,7.0,5.5,female
Ghulam,fatime,6.0,238.5,72.0,3.3125,female
Ghulam,alisha,7.0,328.0,59.0,5.559322033898305,female
Gunda,girl,4.0,36.0,32.0,1.125,female
Gunda,geeta,4.0,0.0,34.0,0.0,female
Gunda,daughter,3.0,212.56666666666663,39.0,5.450427350427351,female
Gunda,sister,5.0,153.0,26.0,5.884615384615385,female
Hazaar Chaurasi Ki Maa,woman,1.0,24.0,13.0,1.8461538461538465,female
Hazaar Chaurasi Ki Maa,sujata,5.0,124.0,95.0,1.305263157894737,female
Hero Hindustani,nikki,7.0,67.0,49.0,1.3673469387755102,female
Hero Hindustani,daughter,1.0,0.0,11.0,0.0,female
Hitler,priya,6.0,147.0,39.0,3.769230769230769,female
Hitler,his,5.0,0.0,39.0,0.0,female
Hitler,woman,1.0,34.0,7.0,4.857142857142857,female
Hitler,sheila,1.0,88.66666666666666,10.0,8.866666666666665,female
Jab Pyaar Kisise Hota Hai,komal,23.0,445.66666666666674,195.0,2.285470085470086,female
Jeans,krishnaveny,0.0,143.0,98.0,1.4591836734693877,female
Jeans,vaishnavi,0.0,128.0,30.0,4.266666666666667,female
Jeans,meiyaththa,0.0,135.5,14.0,9.678571428571429,female
Jeans,madhumitha,0.0,669.0,116.0,5.767241379310345,female
Jhooth Bole Kauwa Kaate,urmila,2.0,0.0,28.0,0.0,female
Kabhi Na Kabhi,tina,2.0,64.0,24.0,2.6666666666666665,female
Kareeb,mother,7.0,640.6666666666667,75.0,8.542222222222223,female
Kareeb,woman,1.0,48.0,6.0,8.0,female
Kareeb,neha,28.0,1392.1666666666663,208.0,6.693108974358974,female
Kareeb,girl,1.0,38.0,12.0,3.1666666666666665,female
Keemat  They Are Back,mohan,4.0,51.0,22.0,2.3181818181818183,female
Keemat  They Are Back,ajay,8.0,0.0,75.0,0.0,female
Kuch Kuch Hota Hai,she,0.0,0.0,0.0,0.0,female
Kuch Kuch Hota Hai,bi,0.0,0.0,0.0,0.0,female
Kuch Kuch Hota Hai,daughter,0.0,0.0,0.0,0.0,female
Major Saab,nisha,3.0,31.0,50.0,0.62,female
Major Saab,sister,1.0,36.0,7.0,5.142857142857143,female
Mehndi,neha,0.0,109.0,51.0,2.1372549019607843,female
Mehndi,girl,0.0,680.6666666666667,95.0,7.164912280701755,female
Mehndi,vandana,0.0,208.33333333333331,97.0,2.147766323024055,female
Mehndi,pooja,0.0,5037.166666666666,1012.0,4.977437417654809,female
Mehndi,daughter,0.0,139.66666666666669,22.0,6.3484848484848495,female
Pyaar To Hona Hi Tha,woman,1.0,183.0,18.0,10.166666666666666,female
Pyaar To Hona Hi Tha,sanjana,57.0,3384.85,472.0,7.171292372881355,female
Pyaar To Hona Hi Tha,nisha,4.0,98.66666666666666,68.0,1.4509803921568627,female
Salaakhen,woman,0.0,58.0,6.0,9.666666666666666,female
Satya,vidya,14.0,726.4999999999999,90.0,8.072222222222221,female
Soldier,preeti,4.0,244.0,50.0,4.88,female
Soldier,vicky,44.0,1048.0000000000002,407.0,2.574938574938576,female
Soldier,mother,3.0,62.833333333333336,27.0,2.3271604938271606,female
Train to Pakistan,girl,1.0,18.0,6.0,3.0,female
Wajood,apoorva,15.0,484.1666666666666,97.0,4.991408934707904,female
Wajood,sofia,2.0,22.5,25.0,0.9,female
Wajood,girl,1.0,120.0,11.0,10.909090909090908,female
Yugpurush,sunita,8.0,329.0,70.0,4.7,female
Zakhm,mother,6.0,122.66666666666669,56.0,2.1904761904761907,female
Zakhm,sonia,2.0,238.5,29.0,8.224137931034482,female
Aa Ab Laut Chalen,woman,1.0,9.0,4.0,2.25,female
Aa Ab Laut Chalen,loveleen,13.0,165.5,80.0,2.06875,female
Aa Ab Laut Chalen,mother,10.0,672.5666666666668,118.0,5.699717514124295,female
Aa Ab Laut Chalen,pooja,37.0,461.6666666666667,308.0,1.498917748917749,female
Aarzoo,amar,23.0,639.9738095238095,201.0,3.18394930111348,female
Aarzoo,pooja,35.0,375.88571428571424,266.0,1.4131041890440386,female
Anari No.1,woman,1.0,23.0,7.0,3.2857142857142856,female
Anari No.1,sona,3.0,4.0,18.0,0.2222222222222222,female
Arjun Pandit,mother,0.0,232.0,44.0,5.2727272727272725,female
Arjun Pandit,sangeeta,0.0,2064.447619047619,150.0,13.762984126984126,female
Arjun Pandit,nisha,0.0,743.9380952380951,502.0,1.4819483968886358,female
Baadshah,khanna,5.0,136.0,44.0,3.090909090909091,female
Baadshah,agent,15.0,11.5,147.0,0.0782312925170068,female
Baadshah,woman,1.0,143.16666666666666,16.0,8.947916666666666,female
Baadshah,seema,20.0,856.0,249.0,3.4377510040160644,female
Baadshah,chopra,2.0,180.0,20.0,9.0,female
Baadshah,malhotra,12.0,888.55,122.0,7.283196721311475,female
Baadshah,bachchan,21.0,537.5,247.0,2.1761133603238867,female
Baadshah,gaytri,2.0,0.0,16.0,0.0,female
Baadshah,rani,9.0,1322.5166666666669,110.0,12.022878787878788,female
Bade Dilwala,manthara,2.0,56.0,45.0,1.2444444444444445,female
Biwi No.1,mother,2.0,75.16666666666666,16.0,4.697916666666666,female
Biwi No.1,lovely,1.0,30.0,10.0,3.0,female
Biwi No.1,woman,1.0,31.0,8.0,3.875,female
Biwi No.1,pooja,8.0,313.5,71.0,4.415492957746479,female
Biwi No.1,rupali,20.0,207.0,140.0,1.4785714285714286,female
Chehraa,reena,2.0,43.0,15.0,2.8666666666666667,female
Chehraa,mother,1.0,17.333333333333332,4.0,4.333333333333333,female
Chehraa,megha,12.0,765.0,107.0,7.149532710280374,female
Daag: The Fire,kajal,4.0,394.5,35.0,11.27142857142857,female
Dahek,mother,2.0,54.333333333333336,25.0,2.1733333333333333,female
Dahek,niece,1.0,47.0,15.0,3.1333333333333333,female
Dahek,neelima,7.0,22.0,63.0,0.3492063492063492,female
Dahek,sabina,8.0,173.0,60.0,2.8833333333333333,female
Dahek,sister,1.0,40.0,22.0,1.818181818181818,female
Dil Kya Kare,mother,1.0,27.0,8.0,3.375,female
Dil Kya Kare,kavita,14.0,243.0,160.0,1.51875,female
Dil Kya Kare,heartbroken,9.0,0.0,41.0,0.0,female
Dil Kya Kare,daughter,4.0,94.33333333333334,41.0,2.3008130081300817,female
Dil Kya Kare,nandita,26.0,735.8357142857143,229.0,3.2132563942607613,female
Dillagi,mother,0.0,37.0,15.0,2.466666666666667,female
Dulhan Banoo Main Teri,radha,1.0,16.0,5.0,3.2,female
Dulhan Banoo Main Teri,girl,1.0,14.0,4.0,3.5,female
Haseena Maan Jaayegi,verma,1.0,80.0,10.0,8.0,female
Haseena Maan Jaayegi,pooja,4.0,15.0,14.0,1.0714285714285714,female
Haseena Maan Jaayegi,santho,1.0,51.0,10.0,5.1,female
Hello Brother,rani,14.0,127.16666666666669,130.0,0.9782051282051284,female
Hindustan Ki Kasam,priya,0.0,38.0,52.0,0.7307692307692307,female
Hindustan Ki Kasam,mother,0.0,549.0000000000006,107.0,5.130841121495332,female
Hindustan Ki Kasam,woman,0.0,197.66666666666663,81.0,2.4403292181069958,female
Hogi Pyaar Ki Jeet,surjit,13.0,237.13333333333333,127.0,1.8671916010498688,female
Hogi Pyaar Ki Jeet,sister,3.0,56.0,30.0,1.8666666666666667,female
Hote Hote Pyar Ho Gaya,buaji,3.0,5.0,31.0,0.1612903225806451,female
Hote Hote Pyar Ho Gaya,pinky,13.0,0.0,174.0,0.0,female
Hote Hote Pyar Ho Gaya,shobha,3.0,185.49999999999997,50.0,3.709999999999999,female
Hu Tu Tu,malti,3.0,8.0,11.0,0.7272727272727273,female
Hu Tu Tu,mother,2.0,180.66666666666663,28.0,6.452380952380952,female
Hum Aapke Dil Mein Rehte Hain,mother,1.0,55.66666666666666,12.0,4.638888888888888,female
Hum Aapke Dil Mein Rehte Hain,megha,50.0,1064.5,336.0,3.168154761904762,female
Hum Aapke Dil Mein Rehte Hain,girl,1.0,35.5,10.0,3.55,female
Hum Dil De Chuke Sanam,nandini,29.0,1026.5666666666666,229.0,4.482823871906841,female
Hum Saath-Saath Hain: We Stand United,preeti,25.0,434.6666666666667,188.0,2.3120567375886525,female
Hum Saath-Saath Hain: We Stand United,mamta,17.0,413.0,201.0,2.054726368159204,female
Hum Saath-Saath Hain: We Stand United,girl,1.0,259.5,25.0,10.38,female
Hum Saath-Saath Hain: We Stand United,mother,6.0,104.16666666666669,47.0,2.2163120567375887,female
Hum Saath-Saath Hain: We Stand United,sapna,8.0,336.8333333333333,85.0,3.962745098039216,female
Hum Saath-Saath Hain: We Stand United,daughter,9.0,577.4166666666667,88.0,6.561553030303031,female
Hum Saath-Saath Hain: We Stand United,sister,2.0,38.0,16.0,2.375,female
Hum Saath-Saath Hain: We Stand United,sangita,9.0,3.0,72.0,0.0416666666666666,female
Hum Tum Pe Marte Hain,radhika,4.0,60.333333333333336,35.0,1.723809523809524,female
Hum Tum Pe Marte Hain,devyani,7.0,14.0,44.0,0.3181818181818182,female
International Khiladi,payal,8.0,405.1,98.0,4.133673469387754,female
Jaanam Samjha Karo,divya,5.0,322.3333333333333,67.0,4.81094527363184,female
Jaanam Samjha Karo,monica,2.0,87.0,44.0,1.9772727272727275,female
Jaanam Samjha Karo,girl,3.0,258.83333333333337,33.0,7.843434343434344,female
Jaanwar,mamta,0.0,266.4,66.0,4.036363636363636,female
Jaanwar,mother,0.0,48.0,15.0,3.2,female
Jaanwar,sapna,0.0,619.6666666666667,246.0,2.518970189701897,female
Jahan Tum Le Chalo,namrata,14.0,137.0,129.0,1.062015503875969,female
Kartoos,mini,2.0,45.0,36.0,1.25,female
Kaun,mother,2.0,10.0,15.0,0.6666666666666666,female
Kaun,woman,16.0,918.3666666666668,212.0,4.331918238993711,female
Khoobsurat,woman,1.0,5.0,4.0,1.25,female
Khoobsurat,shivani,5.0,46.0,29.0,1.5862068965517242,female
Khoobsurat,girl,1.0,43.0,8.0,5.375,female
Kohram,tabu,1.0,0.0,24.0,0.0,female
Lal Baadshah,kiran,1.0,4.0,3.0,1.3333333333333333,female
Mann,priya,39.0,7969.333333333333,260.0,30.65128205128205,female
Mann,anita,2.0,81.5,14.0,5.821428571428571,female
Mast,malika,0.0,1968.5,174.0,11.313218390804598,female
Mast,nisha,0.0,83.0,44.0,1.8863636363636365,female
Mother,mrs.,0.0,0.0,0.0,0.0,female
Mother,jiya,2.0,0.0,7.0,0.0,female
Mother,asha,9.0,601.5,94.0,6.398936170212766,female
Pyaar Koi Khel Nahin,nisha,7.0,51.0,102.0,0.5,female
Pyaar Mein Kabhi Kabhi,woman,2.0,126.5,20.0,6.325,female
Pyaar Mein Kabhi Kabhi,khushi,4.0,185.0,36.0,5.138888888888889,female
Rajaji,woman,0.0,97.0,12.0,8.083333333333334,female
Rajaji,payal,0.0,79.0,41.0,1.9268292682926829,female
Rajaji,parvati,0.0,24.0,34.0,0.7058823529411765,female
Rajaji,girl,0.0,6.0,3.0,2.0,female
Sangharsh,oberoi,0.0,51.0,8.0,6.375,female
Sangharsh,reet,0.0,1942.5,169.0,11.494082840236686,female
Shera,shivani,3.0,53.0,24.0,2.208333333333333,female
Shera,jyoti,2.0,0.0,22.0,0.0,female
Shera,sister,1.0,190.0,15.0,12.666666666666666,female
Shool,girl,1.0,36.0,7.0,5.142857142857143,female
Shool,daughter,7.0,528.2809523809524,46.0,11.484368530020705,female
Sirf Tum,aarti,7.0,26.0,56.0,0.4642857142857143,female
Sirf Tum,neha,3.0,106.0,30.0,3.5333333333333328,female
Sooryavansham,mother,2.0,180.3333333333333,53.0,3.40251572327044,female
Sooryavansham,sharda,2.0,30.0,34.0,0.8823529411764706,female
Sooryavansham,radha,40.0,2196.533333333333,379.0,5.795602462620931,female
Sooryavansham,gauri,23.0,779.5000000000001,209.0,3.729665071770336,female
Sooryavansham,daughter,1.0,59.5,23.0,2.5869565217391304,female
Taal,daughter,0.0,853.5,39.0,21.884615384615383,female
Taal,mansi,0.0,2303.44761904762,325.0,7.087531135531137,female
Thakshak,woman,1.0,117.0,10.0,11.7,female
Thakshak,girl,1.0,126.0,12.0,10.5,female
Vaastav: The Reality,mother,4.0,224.16666666666663,33.0,6.792929292929292,female
Yeh Hai Mumbai Meri Jaan,saif,3.0,0.0,34.0,0.0,female
Yeh Hai Mumbai Meri Jaan,raju,4.0,0.0,58.0,0.0,female
Zulmi,girl,1.0,5.333333333333333,4.0,1.3333333333333333,female
Aaghaaz,gitika,1.0,24.0,6.0,4.0,female
Aaghaaz,girl,1.0,115.0,17.0,6.764705882352941,female
Aaghaaz,daughter,1.0,103.66666666666669,11.0,9.424242424242424,female
Aaghaaz,sister,4.0,126.97070707070706,49.0,2.591238919810348,female
Aaghaaz,pushpa,5.0,59.0,40.0,1.475,female
Astitva,sudha,2.0,124.5,22.0,5.659090909090909,female
Astitva,meghna,5.0,27.5,39.0,0.7051282051282052,female
Astitva,malhar,5.0,360.0,62.0,5.806451612903226,female
Astitva,revati,5.0,226.3333333333333,77.0,2.939393939393939,female
Astitva,aditi,27.0,378.0,205.0,1.8439024390243903,female
Badal,rani,3.0,292.1666666666667,60.0,4.8694444444444445,female
Bawandar,actress,1.0,120.0,61.0,1.9672131147540983,female
Bawandar,bhanwari,4.0,28.5,78.0,0.3653846153846153,female
Bawandar,shobha,6.0,29.0,102.0,0.284313725490196,female
Bawandar,girl,1.0,17.666666666666664,6.0,2.944444444444444,female
Beti No.1,priya,12.0,346.1666666666667,141.0,2.455082742316785,female
Beti No.1,durga,14.0,0.0,214.0,0.0,female
Beti No.1,girl,5.0,359.16666666666663,54.0,6.651234567901234,female
Bichhoo,bali,0.0,165.33333333333334,36.0,4.592592592592593,female
Bichhoo,kiran,0.0,1098.0,161.0,6.819875776397516,female
Bulandi,lakshmi,0.0,85.0,20.0,4.25,female
Bulandi,meena,0.0,0.0,30.0,0.0,female
Chal Mere Bhai,sapna,13.0,465.4333333333333,120.0,3.8786111111111112,female
Cover Story,jasmine,7.0,184.0,62.0,2.967741935483871,female
Deewane,sapna,24.0,320.0,171.0,1.871345029239766,female
Deewane,pooja,7.0,104.0,46.0,2.260869565217391,female
Dhaai Akshar Prem Ke,karan,43.0,1042.1666666666663,362.0,2.8789134438305704,female
Dhaai Akshar Prem Ke,sahiba,52.0,1330.0,368.0,3.614130434782609,female
Dhaai Akshar Prem Ke,rai,2.0,0.0,30.0,0.0,female
Dhaai Akshar Prem Ke,girl,5.0,276.0,63.0,4.380952380952381,female
Dhadkan,woman,1.0,67.0,15.0,4.466666666666667,female
Dhadkan,anjali,20.0,134.0,177.0,0.7570621468926554,female
Dhadkan,varma,1.0,286.0,15.0,19.066666666666663,female
Dulhan Hum Le Jayenge,sapna,9.0,37.0,74.0,0.5,female
Dulhan Hum Le Jayenge,mary,7.0,116.0,38.0,3.0526315789473686,female
Fiza,mother,5.0,52.0,71.0,0.7323943661971831,female
Fiza,fiza,25.0,1010.6666666666666,184.0,5.492753623188405,female
Gaja Gamini,woman,2.0,22.98333333333333,22.0,1.0446969696969697,female
Gaja Gamini,shakuntala,4.0,433.0,48.0,9.020833333333334,female
Gaja Gamini,girl,1.0,478.6666666666667,28.0,17.095238095238095,female
Hadh Kar Di Aapne,anjali,17.0,461.0,129.0,3.5736434108527133,female
Hamara Dil Aapke Paas Hai,woman,1.0,6.0,6.0,1.0,female
Hamara Dil Aapke Paas Hai,preeti,27.0,259.5,175.0,1.4828571428571429,female
Hamara Dil Aapke Paas Hai,khushi,1.0,177.0,22.0,8.045454545454545,female
Har Dil Jo Pyar Karega,woman,1.0,280.6666666666667,23.0,12.20289855072464,female
Har Dil Jo Pyar Karega,oberoi,1.0,103.0,14.0,7.357142857142857,female
Har Dil Jo Pyar Karega,jahnvi,4.0,130.0,41.0,3.1707317073170733,female
Har Dil Jo Pyar Karega,pooja,9.0,364.0,95.0,3.831578947368421,female
Har Dil Jo Pyar Karega,daughter,2.0,166.0,20.0,8.3,female
Hari-Bhari,mother,2.0,116.76666666666668,19.0,6.14561403508772,female
Hari-Bhari,a,2.0,0.0,103.0,0.0,female
Hari-Bhari,woman,2.0,12.0,34.0,0.3529411764705882,female
Hey Ram,girl,0.0,0.0,0.0,0.0,female
Hey Ram,aparna,0.0,0.0,0.0,0.0,female
Hey Ram,mythili,0.0,0.0,0.0,0.0,female
Hum To Mohabbat Karega,geeta,4.0,0.0,24.0,0.0,female
Jis Desh Mein Ganga Rehta Hain,sister,2.0,657.0833333333333,32.0,20.533854166666664,female
Tevar,radhika,35.0,338.5,215.0,1.5744186046511628,female
Alone,mother,3.0,131.0,35.0,3.742857142857143,female
Alone,anjana,52.0,484.3333333333333,250.0,1.9373333333333331,female
Alone,woman,2.0,139.5,33.0,4.227272727272728,female
Alone,sanjana,52.0,573.6666666666667,353.0,1.6251180358829087,female
Alone,sister,3.0,61.5,25.0,2.46,female
Josh,shirley,7.0,443.3690476190476,79.0,5.612266425557564,female
Josh,rahul,17.0,807.3333333333334,172.0,4.6937984496124034,female
Josh,rosanne,1.0,3.0,2.0,1.5,female
Josh,sister,1.0,150.03571428571428,13.0,11.54120879120879,female
Crazy Cukkad Family,archana,1.0,0.0,24.0,0.0,female
Crazy Cukkad Family,amy,1.0,75.5,10.0,7.55,female
Sharafat Gayi Tel Lene,megha,3.0,387.6,53.0,7.313207547169811,female
Jungle,bali,1.0,67.0,10.0,6.7,female
Jungle,anu,13.0,382.0,128.0,2.984375,female
Baby,officer,2.0,21.0,21.0,1.0,female
Baby,shabana,5.0,0.0,37.0,0.0,female
Dolly Ki Doli,woman,1.0,89.0,12.0,7.416666666666667,female
Dolly Ki Doli,dolly,4.0,133.0,29.0,4.586206896551724,female
Kaho Naa... Pyaar Hai,sonia,25.0,505.5,193.0,2.6191709844559585,female
Kaho Naa... Pyaar Hai,saxena,12.0,265.66666666666663,117.0,2.2706552706552703,female
Kaho Naa... Pyaar Hai,neeta,2.0,83.0,26.0,3.1923076923076925,female
Kaho Naa... Pyaar Hai,daughter,2.0,10.0,6.0,1.6666666666666667,female
Hawaizaada,sitara,7.0,149.83333333333334,86.0,1.742248062015504,female
Khamoshiyan: Silences Have Secrets,,0.0,0.0,0.0,0.0,female
Khamoshiyan: Silences Have Secrets,meera,36.0,1419.6666666666663,314.0,4.521231422505307,female
Khamoshiyan: Silences Have Secrets,kabir,21.0,159.5,247.0,0.645748987854251,female
Khauff,neha,6.0,0.0,61.0,0.0,female
Khiladi 420,girl,1.0,35.0,20.0,1.75,female
Khiladi 420,ritu,25.0,500.3333333333334,153.0,3.270152505446624,female
Shamitabh,mother,2.0,52.0,23.0,2.260869565217391,female
Shamitabh,pandey,1.0,84.0,11.0,7.636363636363637,female
Shamitabh,akshara,14.0,481.4666666666667,159.0,3.028092243186583,female
Krodh,sister,2.0,168.16666666666666,32.0,5.255208333333333,female
Roy,ayesha,9.0,167.0,66.0,2.5303030303030303,female
Roy,tia,11.0,94.5,65.0,1.4538461538461538,female
Kunwara,woman,2.0,481.5,17.0,28.323529411764707,female
Kunwara,sharmila,7.0,239.0,38.0,6.289473684210527,female
Kunwara,urmila,2.0,0.0,17.0,0.0,female
Badlapur,misha,5.0,191.0,35.0,5.457142857142857,female
Badlapur,jhimli,6.0,256.0,85.0,3.011764705882353,female
Badlapur,shobha,1.0,309.6666666666667,20.0,15.483333333333334,female
Qissa,kanwar,59.0,9016.065873015874,522.0,17.272156844857996,female
Qissa,neeli,37.0,1315.6999999999998,358.0,3.675139664804469,female
Qissa,girl,6.0,574.1666666666666,66.0,8.699494949494948,female
Qissa,mehar,6.0,144.6,79.0,1.830379746835443,female
Kya Kehna,priya,73.0,1686.3333333333337,460.0,3.665942028985508,female
Kya Kehna,rahul,15.0,498.33333333333337,119.0,4.187675070028011,female
Kya Kehna,girl,2.0,89.0,11.0,8.090909090909092,female
Ab Tak Chhappan 2,crime,4.0,0.0,39.0,0.0,female
Mela,woman,0.0,149.0,13.0,11.461538461538462,female
Mela,roopa,0.0,2657.583333333333,374.0,7.105837789661318,female
Dum Laga Ke Haisha,mother,2.0,55.66666666666666,25.0,2.226666666666666,female
Dum Laga Ke Haisha,sandhya,37.0,685.3333333333333,277.0,2.474127557160048,female
Badmashiyaan,woman,3.0,517.75,34.0,15.227941176470589,female
Badmashiyaan,girl,4.0,206.3333333333333,61.0,3.3825136612021853,female
Badmashiyaan,mehra,1.0,103.0,23.0,4.478260869565218,female
Badmashiyaan,palak,26.0,914.1666666666666,297.0,3.078002244668911,female
Mission Kashmir,sufiya,0.0,398.0,127.0,3.133858267716536,female
Mission Kashmir,neelima,0.0,986.8333333333331,127.0,7.770341207349081,female
Mission Kashmir,sister,0.0,469.6666666666667,28.0,16.773809523809526,female
Mohabbatein,ishika,2.0,116.0,37.0,3.135135135135135,female
Mohabbatein,megha,7.0,97.0,65.0,1.4923076923076923,female
Mohabbatein,sanjana,5.0,80.33333333333333,47.0,1.7092198581560285,female
Mohabbatein,vicky,4.0,0.0,62.0,0.0,female
NH10,a,9.0,0.0,237.0,0.0,female
NH10,meera,44.0,2679.666666666667,397.0,6.749790092359363,female
NH10,ammaji,9.0,461.0,114.0,4.043859649122807,female
NH10,girl,5.0,614.8333333333333,50.0,12.296666666666663,female
Hunterrr,woman,2.0,314.66666666666663,23.0,13.681159420289854,female
Hunterrr,jyotsna,3.0,44.0,21.0,2.095238095238096,female
Hunterrr,anju,5.0,132.16666666666669,46.0,2.873188405797102,female
Hunterrr,parul,5.0,227.0,31.0,7.32258064516129,female
Hunterrr,girl,5.0,1232.3333333333333,64.0,19.25520833333333,female
Hunterrr,tripti,37.0,3583.0999999999995,182.0,19.68736263736264,female
Phir Bhi Dil Hai Hindustani,ria,13.0,351.5,116.0,3.030172413793104,female
The Prince of Light,woman,1.0,335.0,33.0,10.151515151515152,female
The Prince of Light,mother,3.0,195.0,47.0,4.148936170212766,female
Pukar,anjali,0.0,236.0,137.0,1.7226277372262773,female
Pukar,pooja,0.0,53.0,22.0,2.409090909090909,female
Luckhnowi Ishq,sunaina,7.0,231.0,56.0,4.125,female
Dharam Sankat Mein,shraddha,7.0,167.5,70.0,2.392857142857143,female
Dharam Sankat Mein,mother,1.0,43.0,10.0,4.3,female
Dharam Sankat Mein,girl,1.0,184.0,22.0,8.363636363636363,female
Raju Chacha,girl,1.0,64.0,10.0,6.4,female
Raju Chacha,anna,12.0,340.33333333333337,120.0,2.8361111111111112,female
Ek Paheli Leela,leela,4.0,130.33333333333331,24.0,5.4305555555555545,female
Ek Paheli Leela,meera,16.0,297.0,113.0,2.6283185840707963,female
Refugee,refugee,0.0,91.66666666666666,106.0,0.8647798742138364,female
Refugee,nazneen,0.0,10.0,32.0,0.3125,female
Margarita with a Straw,mother,9.0,933.4,117.0,7.977777777777779,female
Margarita with a Straw,laila,28.0,3388.5,242.0,14.00206611570248,female
Margarita with a Straw,shubhangini,5.0,302.5,55.0,5.5,female
Margarita with a Straw,girl,1.0,281.5,16.0,17.59375,female
Margarita with a Straw,daughter,1.0,54.5,16.0,3.40625,female
Margarita with a Straw,khanum,25.0,704.6666666666667,118.0,5.971751412429379,female
Shikari,rajeshwari,15.0,144.83333333333331,161.0,0.8995859213250517,female
Shikari,woman,0.0,0.0,0.0,0.0,female
Mr. X,siya,17.0,124.0,147.0,0.8435374149659864,female
Mr. X,sister,1.0,7.0,6.0,1.1666666666666667,female
Ishq Ke Parindey,girl,1.0,94.0,14.0,6.714285714285714,female
Tarkieb,woman,2.0,62.0,15.0,4.133333333333334,female
Tarkieb,roshni,7.0,21.0,51.0,0.4117647058823529,female
